iter	Passed	Remaining
314	63394	339109
315	63607	338972
316	63824	338853
317	64042	338740
318	64255	338597
319	64469	338467
320	64680	338311
321	64888	338145
322	65103	338016
323	65315	337865
324	65529	337730
325	65745	337600
326	65960	337469
327	66169	337303
328	66384	337166
329	66593	337001
330	66809	336870
331	67026	336747
332	67237	336589
333	67446	336424
334	67652	336240
335	67857	336054
336	68072	335917
337	68279	335742
338	68483	335549
339	68690	335371
340	68895	335183
341	69101	335000
342	69306	334812
343	69510	334621
344	69715	334430
345	69923	334257
346	70132	334087
347	70344	333934
348	70555	333771
349	70765	333606
350	70970	333419
351	71176	333236
352	71382	333048
353	71599	332919
354	71808	332746
355	72018	332581
356	72234	332440
357	72449	332294
358	72666	332158
359	72878	332002
360	73092	331853
361	73308	331710
362	73518	331543
363	73734	331400
364	73949	331253
365	74166	331113
366	74377	330948
367	74593	330805
368	74810	330668
369	75021	330502
370	75239	330365
371	75499	330413
372	75709	330238
373	75922	330081
374	76132	329908
375	76358	329803
376	76579	329679
377	76795	329528
378	77024	329438
379	77237	329275
380	77458	329146
381	77674	328998
382	77898	328881
383	78120	328755
384	78342	328632
385	78561	328494
386	78778	328346
387	79001	328223
388	79213	328052
389	79423	327877
390	79641	327730
391	79862	327599
392	80080	327453
393	80297	327304
394	80515	327158
395	80732	327006
396	80951	326866
397	81168	326711
398	81380	326540
399	81595	326380
400	81810	326223
401	82029	326076
402	82238	325892
403	82472	325806
404	82700	325695
405	82912	325522
406	83122	325341
407	83343	325201
408	83611	325245
409	83821	325063
410	84063	325003
411	84273	324820
412	84481	324631
413	84693	324455
414	84956	324471
415	85180	324341
416	85396	324178
417	85609	324003
418	85824	323839
419	86038	323669
420	86255	323510
421	86465	323324
422	86676	323141
423	86891	322973
424	87111	322823
425	87329	322667
426	87543	322496
427	87755	322318
428	87972	322153
429	88193	322010
430	88408	321839
431	88634	321710
432	88850	321543
433	89062	321363
434	89270	321169
435	89488	321008
436	89699	320822
437	89913	320648
438	90126	320471
439	90349	320330
440	90559	320139
441	90766	319943
442	90977	319754
443	91190	319578
444	91399	319384
445	91611	319203
446	91822	319017
447	92032	318828
448	92245	318646
449	92453	318451
450	92672	318292
451	92888	318120
452	93105	317956
453	93326	317803
454	93540	317627
455	93761	317474
456	93974	317293
457	94194	317135
458	94415	316979
459	94629	316802
460	94845	316630
461	95054	316436
462	95282	316305
463	95501	316141
464	95720	315981
465	95933	315797
466	96142	315603
467	96360	315435
468	96576	315264
469	96784	315065
470	96997	314882
471	97214	314709
472	97432	314544
473	97650	314375
474	97867	314204
475	98082	314028
476	98289	313826
477	98498	313629
478	98718	313467
479	98937	313303
480	99149	313114
481	99357	312915
482	99566	312717
483	99782	312541
484	99990	312342
485	100204	312158
486	100419	311981
487	100637	311810
488	100848	311619
489	101068	311457
490	101281	311269
491	101494	311083
492	101709	310904
493	101926	310729
494	102149	310575
495	102365	310397
496	102583	310228
497	102800	310053
498	103016	309876
499	103230	309692
500	103479	309613
501	103697	309439
502	103917	309272
503	104130	309085
504	104346	308906
505	104558	308716
506	104772	308532
507	104994	308368
508	105212	308194
509	105426	308010
510	105638	307820
511	105853	307637
512	106071	307461
513	106283	307271
514	106500	307094
515	106717	306915
516	106937	306747
517	107160	306585
518	107380	306415
519	107595	306234
520	107841	306137
521	108066	305982
522	108290	305821
523	108509	305648
524	108722	305457
525	108934	305264
526	109148	305077
527	109364	304893
528	109577	304703
529	109790	304512
530	110000	304313
531	110208	304108
532	110418	303911
533	110628	303710
534	110839	303513
535	111052	303323
536	111265	303129
537	111486	302960
538	111701	302774
539	111917	302591
540	112131	302403
541	112363	302261
542	112589	302103
543	112821	301963
544	113044	301796
545	113264	301623
546	113484	301450
547	113701	301266
548	113927	301107
549	114138	300911
550	114353	300721
551	114609	300641
552	114823	300451
553	115034	300251
554	115244	300050
555	115457	299857
556	115667	299656
557	115879	299458
558	116091	299263
559	116303	299066
560	116515	298868
561	116726	298669
562	116935	298464
563	117146	298267
564	117378	298120
565	117588	297919
566	117812	297751
567	118037	297586
568	118256	297408
569	118482	297245
570	118704	297073
571	118919	296884
572	119142	296713
573	119363	296536
574	119588	296372
575	119809	296196
576	120023	296002
577	120238	295810
578	120457	295630
579	120680	295459
580	120900	295280
581	121123	295109
582	121346	294935
583	121565	294755
584	121785	294574
585	121998	294377
586	122225	294215
587	122443	294030
588	122656	293833
589	122876	293654
590	123094	293469
591	123308	293274
592	123518	293070
593	123729	292869
594	123941	292669
595	124151	292464
596	124366	292272
597	124578	292072
598	124790	291871
599	125000	291668
600	125210	291464
601	125421	291260
602	125631	291055
603	125844	290858
604	126053	290652
605	126262	290444
606	126474	290246
607	126684	290041
608	126896	289840
609	127108	289641
610	127317	289434
611	127531	289239
612	127742	289035
613	127956	288839
614	128172	288647
615	128389	288459
616	128601	288259
617	128810	288052
618	129021	287848
619	129234	287651
620	129449	287456
621	129662	287259
622	129876	287063
623	130092	286870
624	130304	286669
625	130515	286466
626	130727	286266
627	130940	286066
628	131158	285880
629	131391	285724
630	131608	285533
631	131819	285329
632	132032	285130
633	132242	284926
634	132456	284728
635	132672	284536
636	132883	284333
637	133099	284140
638	133313	283942
639	133528	283747
640	133741	283548
641	133953	283347
642	134168	283152
643	134380	282949
644	134595	282754
645	134810	282560
646	135024	282361
647	135243	282174
648	135458	281979
649	135673	281782
650	135887	281586
651	136101	281388
652	136314	281188
653	136527	280988
654	136745	280797
655	136967	280615
656	137198	280451
657	137409	280248
658	137635	280075
659	137865	279908
660	138093	279738
661	138325	279577
662	138546	279390
663	138762	279196
664	138983	279011
665	139208	278835
666	139436	278663
667	139669	278502
668	139896	278328
669	140126	278160
670	140356	277992
671	140582	277818
672	140804	277633
673	141026	277450
674	141239	277247
675	141451	277043
676	141662	276837
677	141877	276639
678	142093	276444
679	142307	276243
680	142521	276043
681	142737	275848
682	142951	275647
683	143163	275444
684	143378	275244
685	143593	275047
686	143804	274841
687	144017	274638
688	144229	274434
689	144440	274227
690	144653	274025
691	144863	273817
692	145078	273619
693	145289	273411
694	145513	273230
695	145724	273024
696	145937	272822
697	146151	272621
698	146364	272418
699	146574	272209
700	146788	272008
701	147003	271810
702	147215	271604
703	147427	271400
704	147641	271200
705	147862	271012
706	148093	270841
707	148323	270670
708	148553	270496
709	148779	270317
710	148996	270120
711	149226	269949
712	149453	269770
713	149673	269580
714	149886	269376
715	150098	269170
716	150313	268970
717	150521	268759
718	150739	268563
719	150953	268361
720	151172	268168
721	151386	267966
722	151595	267756
723	151812	267558
724	152024	267353
725	152241	267157
726	152469	266979
727	152692	266792
728	152907	266592
729	153123	266392
730	153335	266186
731	153551	265988
732	153763	265782
733	153978	265582
734	154193	265380
735	154411	265184
736	154626	264984
737	154842	264784
738	155059	264587
739	155273	264385
740	155487	264181
741	155705	263985
742	155925	263792
743	156146	263602
744	156360	263399
745	156571	263192
746	156789	262994
747	157000	262787
748	157214	262583
749	157431	262385
750	157645	262183
751	157860	261981
752	158075	261779
753	158293	261583
754	158511	261386
755	158729	261189
756	158946	260991
757	159165	260795
758	159408	260640
759	159633	260454
760	159865	260280
761	160088	260090
762	160305	259892
763	160535	259714
764	160751	259513
765	160977	259328
766	161207	259151
767	161431	258963
768	161652	258769
769	161865	258563
770	162083	258365
771	162298	258163
772	162513	257960
773	162730	257761
774	162952	257569
775	163186	257396
776	163415	257216
777	163642	257032
778	163871	256851
779	164091	256655
780	164325	256482
781	164553	256299
782	164775	256106
783	164987	255898
784	165201	255694
785	165418	255493
786	165633	255290
787	165846	255083
788	166069	254892
789	166288	254694
790	166502	254490
791	166714	254281
792	166974	254146
793	167194	253950
794	167429	253777
795	167659	253595
796	167889	253414
797	168111	253220
798	168334	253028
799	168550	252825
800	168768	252626
801	168982	252419
802	169197	252216
803	169428	252035
804	169656	251849
805	169888	251671
806	170110	251476
807	170334	251285
808	170567	251108
809	170794	250920
810	171011	250717
811	171229	250518
812	171449	250320
813	171678	250135
814	171896	249935
815	172120	249743
816	172346	249554
817	172577	249372
818	172798	249176
819	173014	248971
820	173235	248775
821	173456	248578
822	173671	248374
823	173885	248166
824	174110	247975
825	174340	247792
826	174573	247611
827	174800	247422
828	175077	247304
829	175301	247111
830	175524	246917
831	175795	246789
832	176011	246585
833	176226	246379
834	176444	246176
835	176658	245970
836	176873	245763
837	177088	245556
838	177305	245353
839	177519	245146
840	177734	244939
841	177950	244734
842	178162	244524
843	178378	244319
844	178592	244112
845	178808	243907
846	179027	243705
847	179248	243507
848	179466	243304
849	179679	243095
850	179893	242888
851	180112	242686
852	180332	242487
853	180550	242283
854	180763	242075
855	180978	241868
856	181194	241663
857	181413	241461
858	181631	241259
859	181843	241048
860	182060	240844
861	182277	240640
862	182490	240431
863	182706	240224
864	182925	240024
865	183143	239820
866	183357	239612
867	183573	239407
868	183785	239196
869	184000	238989
870	184215	238781
871	184430	238575
872	184644	238367
873	184857	238157
874	185071	237948
875	185285	237740
876	185499	237531
877	185712	237323
878	185929	237118
879	186144	236911
880	186358	236702
881	186569	236490
882	186787	236286
883	187003	236080
884	187218	235873
885	187433	235666
886	187649	235460
887	187864	235253
888	188079	235046
889	188292	234837
890	188511	234634
891	188725	234426
892	188943	234222
893	189157	234013
894	189372	233806
895	189586	233597
896	189802	233391
897	190019	233186
898	190234	232979
899	190448	232770
900	190667	232567
901	190883	232361
902	191096	232151
903	191308	231940
904	191529	231740
905	191746	231534
906	191958	231323
907	192173	231115
908	192386	230905
909	192599	230695
910	192813	230487
911	193027	230278
912	193242	230070
913	193459	229865
914	193673	229656
915	193889	229449
916	194101	229238
917	194315	229029
918	194528	228819
919	194742	228611
920	194955	228400
921	195171	228193
922	195383	227982
923	195594	227770
924	195806	227559
925	196019	227348
926	196234	227140
927	196448	226931
928	196661	226722
929	196875	226512
930	197090	226305
931	197302	226093
932	197516	225884
933	197729	225674
934	197943	225465
935	198158	225257
936	198372	225048
937	198587	224839
938	198802	224631
939	199016	224422
940	199229	224212
941	199443	224003
942	199658	223795
943	199871	223584
944	200083	223373
945	200297	223164
946	200513	222957
947	200726	222747
948	200941	222538
949	201156	222330
950	201370	222121
951	201585	221913
952	201802	221707
953	202023	221506
954	202239	221298
955	202455	221091
956	202669	220882
957	202938	220732
958	203154	220525
959	203370	220318
960	203584	220108
961	203797	219898
962	204012	219688
963	204225	219479
964	204440	219270
965	204655	219061
966	204867	218850
967	205079	218637
968	205291	218426
969	205505	218217
970	205717	218005
971	205933	217797
972	206147	217587
973	206358	217375
974	206571	217164
975	206783	216953
976	206995	216740
977	207212	216535
978	207428	216327
979	207643	216119
980	207858	215910
981	208073	215701
982	208287	215492
983	208500	215280
984	208713	215070
985	208929	214862
986	209145	214654
987	209361	214446
988	209577	214239
989	209791	214029
990	210008	213822
991	210224	213614
992	210446	213413
993	210660	213203
994	210876	212996
995	211087	212783
996	211304	212575
997	211516	212363
998	211732	212155
999	211948	211948
1000	212164	211740
1001	212383	211535
1002	212599	211327
1003	212817	211122
1004	213030	210911
1005	213244	210700
1006	213461	210493
1007	213674	210283
1008	213886	210070
1009	214101	209861
1010	214315	209651
1011	214531	209443
1012	214751	209239
1013	214968	209032
1014	215184	208824
1015	215398	208614
1016	215611	208403
1017	215825	208192
1018	216040	207983
1019	216255	207775
1020	216471	207566
1021	216684	207355
1022	216900	207147
1023	217117	206939
1024	217331	206730
1025	217545	206519
1026	217762	206312
1027	217977	206102
1028	218193	205894
1029	218409	205686
1030	218621	205474
1031	218837	205266
1032	219051	205056
1033	219263	204844
1034	219477	204634
1035	219689	204421
1036	219905	204212
1037	220117	204001
1038	220330	203790
1039	220546	203581
1040	220758	203369
1041	220971	203158
1042	221187	202949
1043	221402	202740
1044	221617	202531
1045	221834	202322
1046	222049	202113
1047	222267	201906
1048	222484	201699
1049	222703	201493
1050	222919	201285
1051	223134	201075
1052	223355	200871
1053	223570	200661
1054	223783	200450
1055	224001	200243
1056	224218	200035
1057	224431	199825
1058	224645	199614
1059	224859	199404
1060	225072	199192
1061	225286	198982
1062	225500	198771
1063	225714	198560
1064	225927	198349
1065	226145	198142
1066	226361	197933
1067	226574	197722
1068	226789	197512
1069	227004	197303
1070	227223	197097
1071	227436	196885
1072	227647	196671
1073	227863	196463
1074	228076	196251
1075	228297	196047
1076	228514	195839
1077	228733	195632
1078	228952	195426
1079	229168	195218
1080	229384	195008
1081	229600	194799
1082	229814	194589
1083	230029	194378
1084	230254	194178
1085	230480	193977
1086	230698	193770
1087	230914	193560
1088	231131	193352
1089	231342	193139
1090	231555	192927
1091	231770	192717
1092	231987	192509
1093	232204	192301
1094	232422	192093
1095	232639	191884
1096	232857	191677
1097	233074	191468
1098	233289	191259
1099	233504	191049
1100	233719	190839
1101	233932	190627
1102	234149	190418
1103	234368	190211
1104	234585	190003
1105	234800	189793
1106	235019	189586
1107	235236	189377
1108	235454	189170
1109	235670	188960
1110	235888	188753
1111	236103	188543
1112	236316	188331
1113	236535	188124
1114	236748	187912
1115	236963	187702
1116	237181	187494
1117	237406	187291
1118	237621	187082
1119	237838	186872
1120	238054	186663
1121	238271	186455
1122	238487	186245
1123	238703	186036
1124	238920	185826
1125	239135	185616
1126	239354	185409
1127	239571	185200
1128	239790	184993
1129	240008	184785
1130	240222	184574
1131	240437	184363
1132	240654	184154
1133	240871	183946
1134	241088	183736
1135	241306	183528
1136	241526	183322
1137	241741	183111
1138	241961	182904
1139	242178	182695
1140	242396	182487
1141	242612	182278
1142	242825	182065
1143	243040	181855
1144	243262	181650
1145	243481	181442
1146	243695	181231
1147	243913	181022
1148	244125	180810
1149	244343	180601
1150	244557	180390
1151	244775	180182
1152	244993	179973
1153	245208	179763
1154	245424	179552
1155	245638	179341
1156	245852	179130
1157	246067	178919
1158	246283	178709
1159	246501	178501
1160	246715	178289
1161	246934	178081
1162	247148	177870
1163	247363	177660
1164	247580	177450
1165	247795	177239
1166	248010	177029
1167	248225	176818
1168	248441	176608
1169	248655	176396
1170	248872	176187
1171	249091	175979
1172	249305	175767
1173	249520	175557
1174	249737	175347
1175	249954	175137
1176	250171	174928
1177	250386	174717
1178	250603	174508
1179	250822	174300
1180	251040	174091
1181	251289	173904
1182	251510	173697
1183	251725	173486
1184	251940	173275
1185	252154	173063
1186	252369	172852
1187	252588	172644
1188	252800	172431
1189	253015	172220
1190	253230	172009
1191	253446	171799
1192	253662	171589
1193	253874	171376
1194	254092	171166
1195	254309	170957
1196	254524	170746
1197	254737	170534
1198	254954	170323
1199	255171	170114
1200	255385	169902
1201	255598	169689
1202	255816	169480
1203	256031	169270
1204	256247	169059
1205	256463	168849
1206	256677	168637
1207	256894	168427
1208	257108	168215
1209	257323	168004
1210	257538	167793
1211	257755	167583
1212	257968	167370
1213	258181	167158
1214	258399	166949
1215	258612	166736
1216	258826	166524
1217	259041	166313
1218	259257	166103
1219	259473	165892
1220	259690	165682
1221	259908	165473
1222	260125	165263
1223	260342	165053
1224	260558	164842
1225	260771	164630
1226	260984	164418
1227	261199	164206
1228	261411	163993
1229	261625	163781
1230	261837	163568
1231	262049	163355
1232	262267	163146
1233	262483	162935
1234	262697	162723
1235	262915	162513
1236	263131	162303
1237	263347	162092
1238	263563	161882
1239	263786	161675
1240	264003	161465
1241	264217	161253
1242	264433	161042
1243	264647	160830
1244	264861	160618
1245	265076	160407
1246	265293	160197
1247	265505	159984
1248	265718	159771
1249	265934	159560
1250	266148	159348
1251	266364	159137
1252	266579	158926
1253	266793	158714
1254	267009	158503
1255	267222	158291
1256	267438	158079
1257	267649	157866
1258	267865	157655
1259	268099	157455
1260	268334	157255
1261	268561	157050
1262	268784	156844
1263	269002	156634
1264	269222	156425
1265	269443	156217
1266	269680	156018
1267	269908	155814
1268	270128	155605
1269	270344	155395
1270	270559	155183
1271	270776	154972
1272	270993	154762
1273	271210	154551
1274	271422	154338
1275	271637	154126
1276	271853	153915
1277	272068	153703
1278	272290	153496
1279	272506	153284
1280	272719	153072
1281	272933	152859
1282	273152	152650
1283	273376	152443
1284	273589	152230
1285	273807	152020
1286	274027	151811
1287	274246	151602
1288	274464	151391
1289	274692	151187
1290	274916	150980
1291	275145	150776
1292	275375	150572
1293	275606	150369
1294	275833	150164
1295	276061	149959
1296	276286	149752
1297	276503	149542
1298	276719	149330
1299	276936	149119
1300	277152	148908
1301	277366	148695
1302	277580	148483
1303	277795	148271
1304	278011	148059
1305	278228	147848
1306	278444	147637
1307	278664	147428
1308	278878	147215
1309	279095	147004
1310	279330	146802
1311	279547	146591
1312	279765	146381
1313	279980	146169
1314	280196	145958
1315	280415	145747
1316	280631	145536
1317	280849	145325
1318	281065	145113
1319	281278	144900
1320	281495	144689
1321	281711	144478
1322	281929	144267
1323	282145	144056
1324	282360	143844
1325	282577	143632
1326	282795	143422
1327	283011	143210
1328	283230	143000
1329	283445	142788
1330	283664	142577
1331	283881	142367
1332	284098	142155
1333	284322	141948
1334	284542	141738
1335	284758	141526
1336	284973	141314
1337	285188	141102
1338	285405	140891
1339	285622	140679
1340	285836	140466
1341	286054	140256
1342	286274	140046
1343	286493	139836
1344	286715	139627
1345	286928	139413
1346	287144	139202
1347	287358	138989
1348	287575	138778
1349	287791	138566
1350	288007	138354
1351	288226	138143
1352	288439	137930
1353	288655	137719
1354	288871	137507
1355	289086	137294
1356	289301	137082
1357	289516	136870
1358	289734	136659
1359	289949	136446
1360	290163	136234
1361	290380	136022
1362	290594	135809
1363	290811	135598
1364	291026	135386
1365	291240	135173
1366	291456	134961
1367	291670	134748
1368	291883	134535
1369	292099	134323
1370	292317	134112
1371	292535	133900
1372	292751	133688
1373	292966	133476
1374	293181	133264
1375	293396	133051
1376	293611	132839
1377	293826	132626
1378	294042	132415
1379	294256	132202
1380	294477	131992
1381	294696	131782
1382	294910	131569
1383	295125	131356
1384	295344	131145
1385	295558	130932
1386	295773	130720
1387	295991	130509
1388	296207	130297
1389	296434	130089
1390	296672	129887
1391	296901	129681
1392	297139	129478
1393	297370	129272
1394	297588	129061
1395	297805	128849
1396	298024	128639
1397	298241	128427
1398	298492	128230
1399	298765	128042
1400	299001	127838
1401	299238	127635
1402	299484	127435
1403	299703	127224
1404	299921	127012
1405	300142	126802
1406	300360	126591
1407	300581	126380
1408	300800	126169
1409	301017	125957
1410	301238	125747
1411	301459	125537
1412	301678	125325
1413	301894	125113
1414	302110	124900
1415	302326	124688
1416	302547	124477
1417	302767	124267
1418	302984	124054
1419	303202	123843
1420	303419	123631
1421	303636	123419
1422	303857	123208
1423	304073	122996
1424	304290	122783
1425	304519	122576
1426	304738	122365
1427	304964	122156
1428	305184	121945
1429	305402	121733
1430	305623	121523
1431	305844	121312
1432	306059	121099
1433	306277	120887
1434	306496	120676
1435	306710	120463
1436	306925	120249
1437	307143	120038
1438	307362	119826
1439	307577	119613
1440	307795	119401
1441	308012	119189
1442	308231	118977
1443	308451	118766
1444	308666	118553
1445	308885	118342
1446	309103	118129
1447	309317	117916
1448	309529	117702
1449	309745	117489
1450	309962	117277
1451	310180	117065
1452	310395	116852
1453	310609	116638
1454	310823	116425
1455	311042	116213
1456	311262	116002
1457	311483	115791
1458	311701	115579
1459	311919	115367
1460	312135	115154
1461	312353	114942
1462	312573	114731
1463	312791	114519
1464	313009	114307
1465	313226	114094
1466	313448	113883
1467	313662	113670
1468	313876	113457
1469	314096	113245
1470	314312	113032
1471	314530	112820
1472	314758	112612
1473	314980	112401
1474	315207	112192
1475	315427	111980
1476	315644	111768
1477	315863	111556
1478	316081	111344
1479	316301	111132
1480	316518	110920
1481	316735	110707
1482	316949	110494
1483	317163	110280
1484	317384	110069
1485	317603	109857
1486	317818	109644
1487	318038	109432
1488	318257	109220
1489	318474	109007
1490	318691	108795
1491	318914	108584
1492	319130	108371
1493	319350	108160
1494	319566	107947
1495	319785	107735
1496	320004	107523
1497	320225	107311
1498	320443	107099
1499	320661	106887
1500	320876	106673
1501	321093	106461
1502	321312	106248
1503	321525	106034
1504	321739	105821
1505	321952	105607
1506	322166	105393
1507	322381	105180
1508	322595	104966
1509	322812	104753
1510	323030	104541
1511	323248	104328
1512	323473	104118
1513	323689	103905
1514	323909	103693
1515	324127	103481
1516	324343	103268
1517	324562	103056
1518	324780	102843
1519	324995	102630
1520	325213	102417
1521	325438	102207
1522	325657	101995
1523	325876	101782
1524	326093	101570
1525	326309	101356
1526	326525	101143
1527	326741	100930
1528	326955	100716
1529	327172	100504
1530	327386	100290
1531	327602	100076
1532	327820	99864
1533	328039	99652
1534	328254	99438
1535	328472	99226
1536	328689	99013
1537	328905	98799
1538	329122	98587
1539	329341	98374
1540	329555	98160
1541	329771	97947
1542	329988	97734
1543	330204	97521
1544	330419	97307
1545	330633	97094
1546	330845	96879
1547	331061	96666
1548	331278	96453
1549	331495	96240
1550	331711	96027
1551	331926	95813
1552	332141	95600
1553	332358	95387
1554	332572	95173
1555	332789	94960
1556	333003	94746
1557	333219	94533
1558	333431	94319
1559	333647	94105
1560	333862	93892
1561	334075	93678
1562	334292	93464
1563	334507	93251
1564	334724	93038
1565	334942	92825
1566	335158	92612
1567	335373	92398
1568	335588	92185
1569	335806	91972
1570	336020	91758
1571	336237	91545
1572	336454	91332
1573	336669	91118
1574	336886	90906
1575	337103	90692
1576	337319	90479
1577	337535	90266
1578	337747	90051
1579	337962	89838
1580	338177	89624
1581	338391	89410
1582	338606	89197
1583	338824	88984
1584	339040	88770
1585	339258	88557
1586	339472	88344
1587	339690	88131
1588	339908	87918
1589	340123	87704
1590	340338	87491
1591	340558	87278
1592	340775	87065
1593	340989	86851
1594	341206	86638
1595	341427	86426
1596	341646	86213
1597	341860	85999
1598	342074	85785
1599	342289	85572
1600	342504	85358
1601	342719	85145
1602	342933	84931
1603	343150	84717
1604	343385	84509
1605	343604	84296
1606	343822	84083
1607	344039	83870
1608	344254	83656
1609	344466	83442
1610	344683	83228
1611	344899	83015
1612	345113	82801
1613	345328	82587
1614	345545	82374
1615	345758	82160
1616	345977	81947
1617	346197	81735
1618	346413	81521
1619	346626	81307
1620	346844	81094
1621	347063	80881
1622	347285	80669
1623	347500	80455
1624	347715	80241
1625	347931	80028
1626	348147	79815
1627	348363	79601
1628	348580	79388
1629	348794	79174
1630	349010	78960
1631	349224	78746
1632	349441	78533
1633	349662	78320
1634	349876	78107
1635	350092	77893
1636	350315	77681
1637	350529	77467
1638	350742	77253
1639	350960	77040
1640	351179	76827
1641	351395	76613
1642	351616	76401
1643	351832	76187
1644	352050	75974
1645	352262	75760
1646	352477	75546
1647	352693	75332
1648	352909	75118
1649	353124	74905
1650	353341	74691
1651	353556	74478
1652	353777	74265
1653	353990	74051
1654	354204	73837
1655	354418	73623
1656	354632	73409
1657	354849	73195
1658	355067	72982
1659	355282	72768
1660	355499	72555
1661	355713	72341
1662	355933	72128
1663	356149	71914
