iter	CrossEntropy
117	0.3904191922
118	0.3892946345
119	0.3881975704
120	0.3870328553
121	0.3858706431
122	0.3847210992
123	0.3834964716
124	0.3822112688
125	0.3809308334
126	0.3797689786
127	0.3787122352
128	0.3775973555
129	0.3765242789
130	0.3754561597
131	0.374440728
132	0.3733941988
133	0.3723772711
134	0.3711977032
135	0.3702322632
136	0.369135515
137	0.3681624043
138	0.36711423
139	0.3660458367
140	0.3651006184
141	0.3640412887
142	0.3630553681
143	0.3619593094
144	0.3609300864
145	0.3598694146
146	0.3589475768
147	0.3578517962
148	0.3568425607
149	0.3554674364
150	0.3545894225
151	0.3536563358
152	0.3526780989
153	0.3517055938
154	0.3508317658
155	0.349905347
156	0.3488948887
157	0.3480018329
158	0.347132833
159	0.3463018364
160	0.3454541837
161	0.3446308982
162	0.3438544055
163	0.3429402866
164	0.342085759
165	0.3412158841
166	0.3402719165
167	0.3394795777
168	0.3386236547
169	0.3378241572
170	0.3367911891
171	0.3360426057
172	0.3350514212
173	0.3341300399
174	0.3333437654
175	0.3325040536
176	0.3317484248
177	0.3310329322
178	0.3301514298
179	0.3293260091
180	0.328402648
181	0.3275651772
182	0.3267235658
183	0.3260245311
184	0.3253173117
185	0.3245612739
186	0.3238237662
187	0.3231377716
188	0.3223661508
189	0.3216495787
190	0.320826945
191	0.320079693
192	0.3193447068
193	0.3185623632
194	0.3175755922
195	0.3168015806
196	0.3160787773
197	0.3154272296
198	0.314720733
199	0.3140467
200	0.3134100682
201	0.3127102016
202	0.3119446208
203	0.311279733
204	0.3106898627
205	0.3100535515
206	0.3093887107
207	0.3086630153
208	0.308037052
209	0.3074146441
210	0.3067679958
211	0.3061274796
212	0.3054859466
213	0.3048603005
214	0.3042490776
215	0.3035477889
216	0.3028905636
217	0.3022304848
218	0.3016274225
219	0.3009561425
220	0.3004254836
221	0.2999083411
222	0.2992930858
223	0.2986719716
224	0.2980231466
225	0.2973074053
226	0.2966532413
227	0.2960981912
228	0.2954850021
229	0.2948280981
230	0.2942802845
231	0.2937234997
232	0.2931863924
233	0.2925579688
234	0.2919528549
235	0.2914150825
236	0.2906764541
237	0.2900928682
238	0.2895841924
239	0.289011781
240	0.2883428648
241	0.2877521676
242	0.2871970366
243	0.2866892452
244	0.2860884551
245	0.2855718718
246	0.2850821884
247	0.2845165647
248	0.2840133762
249	0.2835169632
250	0.2828112721
251	0.2823363115
252	0.2817548429
253	0.2812639112
254	0.2807046756
255	0.2801793811
256	0.2796694896
257	0.2791636073
258	0.2784394326
259	0.2779879587
260	0.2774578969
261	0.2769069124
262	0.2764407171
263	0.2759494324
264	0.2754275058
265	0.2748606346
266	0.2744156289
267	0.2739720795
268	0.273450867
269	0.2728882792
270	0.2724448634
271	0.2719797047
272	0.2715904753
273	0.2711639993
274	0.2707267418
275	0.2702854412
276	0.2698257587
277	0.2694119533
278	0.2687627675
279	0.2683787157
280	0.2679986398
281	0.2675395496
282	0.2670549932
283	0.2666405406
284	0.2660522079
285	0.2655733838
286	0.2651056971
287	0.2646111808
288	0.2641424941
289	0.263744963
290	0.2633877374
291	0.2630041662
292	0.2624029179
293	0.2619443901
294	0.2615041695
295	0.2610477952
296	0.2606332473
297	0.2601597337
298	0.2597741704
299	0.2592955818
300	0.2587980065
301	0.2583933833
302	0.2579932463
303	0.2575978404
304	0.2570714258
305	0.2566408414
306	0.2562492579
307	0.2559068441
308	0.2555077432
309	0.2551408641
310	0.2547370808
311	0.2543767266
312	0.2539634384
313	0.2535900357
314	0.2532842958
315	0.2529064753
316	0.2525145134
317	0.2521342428
318	0.2517211719
319	0.2513354485
320	0.2509084189
321	0.2505236122
322	0.2501660832
323	0.2497836041
324	0.2492480055
325	0.248786595
326	0.2484403492
327	0.2480400348
328	0.2477099516
329	0.2473786217
330	0.2470251863
331	0.2466543302
332	0.2462323967
333	0.24592421
334	0.2455525587
335	0.2452262374
336	0.2449369528
337	0.2445566475
338	0.244153305
339	0.2438110441
340	0.2434820089
341	0.2431662518
342	0.2427594803
343	0.2423865711
344	0.2420736109
345	0.2418213427
346	0.2414703503
347	0.2411185329
348	0.2408044492
349	0.2404832715
350	0.2401338313
351	0.239854651
352	0.2394686294
353	0.2391617807
354	0.2388694803
355	0.2385712659
356	0.2382221476
357	0.2379639216
358	0.237694645
359	0.2373531585
360	0.2370259511
361	0.2366521463
362	0.2363663275
363	0.2360866679
364	0.2357774467
365	0.2355174852
366	0.235228062
367	0.2349431428
368	0.2346895841
369	0.2343804956
370	0.2341158527
371	0.2338451048
372	0.2335665152
373	0.2333167011
374	0.2330011157
375	0.2327223301
376	0.2324569227
377	0.2322208476
378	0.2318771785
379	0.2315756676
380	0.2312127531
381	0.2308867162
382	0.2305258991
383	0.230200539
384	0.2298674036
385	0.2295695418
386	0.2293050034
387	0.2290359676
388	0.2287425157
389	0.2284872858
390	0.2282144184
391	0.227934169
392	0.2276819372
393	0.2272952527
394	0.2269296957
395	0.226651893
396	0.2263233943
397	0.2260372207
398	0.2258082042
399	0.2255429622
400	0.2252969352
401	0.2250697919
402	0.2248524985
403	0.2245941505
404	0.2243271759
405	0.2241105302
406	0.2237835527
407	0.2235386595
408	0.2232391966
409	0.2229932334
410	0.2227027901
411	0.2224408864
412	0.2221156031
413	0.2218835374
414	0.2215888932
415	0.2212813659
416	0.2210267667
417	0.2207358369
418	0.2205303207
419	0.2202774812
420	0.2200622324
421	0.2199036104
422	0.2196655994
423	0.2193890978
424	0.2191153731
425	0.2188695677
426	0.2186366779
427	0.2183772904
428	0.2181140124
429	0.2179231018
430	0.217692395
431	0.2174124243
432	0.2171822691
433	0.2169555231
434	0.2167470244
435	0.2165605535
436	0.2163308873
437	0.2161070281
438	0.2159287497
439	0.2157379153
440	0.215516898
441	0.2153085981
442	0.2151512163
443	0.2149280735
444	0.2147561205
445	0.2144797748
446	0.2142751836
447	0.2140800425
448	0.2138657406
449	0.2136402143
450	0.2134166411
451	0.2132705855
452	0.2131034387
453	0.2129033445
454	0.2127189134
455	0.2124932035
456	0.2122913616
457	0.2120825886
458	0.2118816511
459	0.211627726
460	0.2114675559
461	0.2112563222
462	0.2110630307
463	0.2108740821
464	0.2106890556
465	0.210498487
466	0.2102250541
467	0.210066708
468	0.209893895
469	0.2097472643
470	0.2095734529
471	0.209381071
472	0.2091794628
473	0.2089793797
474	0.2087658749
475	0.2085695173
476	0.208378758
477	0.208204528
478	0.2079730973
479	0.2077744042
480	0.2075003136
481	0.2072550481
482	0.2070764208
483	0.2068656758
484	0.2066789035
485	0.2065058335
486	0.2063557522
487	0.2061318034
488	0.2058720726
489	0.2057013177
490	0.2054783007
491	0.2053262675
492	0.2051846176
493	0.2050092108
494	0.2048737427
495	0.2047266027
496	0.2044922718
497	0.2043615466
498	0.2041907193
499	0.2040182397
500	0.2038438871
501	0.203660901
502	0.2034243883
503	0.2032540897
504	0.2030163517
505	0.2028548851
506	0.2026422351
507	0.2025167345
508	0.2023174432
509	0.2021513497
510	0.2019925342
511	0.2017926073
512	0.201559521
513	0.2013772866
514	0.2012019709
515	0.2010663687
516	0.2008774033
517	0.2006991359
518	0.2004226315
519	0.2002748017
520	0.2001504261
521	0.199962069
522	0.1998029549
523	0.1996630313
524	0.1994666034
525	0.1993079216
526	0.1991315426
527	0.1989654429
528	0.198790002
529	0.1986109221
530	0.1984173733
531	0.1982720867
532	0.1980751601
533	0.1979432766
534	0.1977586139
535	0.1976335076
536	0.19748919
537	0.1973089229
538	0.1971486983
539	0.1970021979
540	0.1968223681
541	0.196621626
542	0.1964533638
543	0.1962275903
544	0.1960772812
545	0.1959023414
546	0.1957364793
547	0.1956183785
548	0.195475601
549	0.1953024903
550	0.1951843382
551	0.1950295892
552	0.1947935252
553	0.1946173557
554	0.1944475537
555	0.1942784879
556	0.1941404381
557	0.1939154977
558	0.1937720329
559	0.193599585
560	0.1934410703
561	0.1933207919
562	0.1931940387
563	0.1930711399
564	0.1929552732
565	0.1928305923
566	0.1926365312
567	0.1924812512
568	0.1923182923
569	0.1921507672
570	0.1919983648
571	0.1918340131
572	0.1916583575
573	0.1915189029
574	0.1913681227
575	0.1911874679
576	0.191030009
577	0.1909008049
578	0.1907982353
579	0.1906626308
580	0.1905433597
581	0.1904153271
582	0.1902784113
583	0.1901314548
584	0.1899808867
585	0.1898316971
586	0.1896744821
587	0.1895622905
588	0.1894706434
589	0.1893064723
590	0.189153295
591	0.1889944049
592	0.1888072336
593	0.188685306
594	0.1885451586
595	0.1883456575
596	0.1882023299
597	0.1880657421
598	0.1878851454
599	0.1877672998
600	0.1876078599
601	0.1874564178
602	0.187321522
603	0.1871850866
604	0.1871043049
605	0.1869749758
606	0.1868258446
607	0.1866960714
608	0.1866004592
609	0.1864645762
610	0.1862886155
611	0.1861600872
612	0.1860686383
613	0.1859347585
614	0.1857927136
615	0.1856290877
616	0.1854744423
617	0.1853724664
618	0.1852220153
619	0.1851120887
620	0.1849697532
621	0.1848689387
622	0.1847589868
623	0.1846209813
624	0.1844813949
625	0.1843488932
626	0.1842189251
627	0.1840668497
628	0.1839625915
629	0.1838573165
630	0.1836664837
631	0.183567355
632	0.1834043387
633	0.1833270382
634	0.1832143682
635	0.1830509716
636	0.1829833547
637	0.1828514268
638	0.1827369471
639	0.1825912084
640	0.1824794336
641	0.1822665127
642	0.1820617656
643	0.1819691842
644	0.1818505981
645	0.1817292084
646	0.1816309962
647	0.1814968834
648	0.1813674322
649	0.1812595662
650	0.181142668
651	0.1810513772
652	0.180941276
653	0.1808497512
654	0.1807396874
655	0.1806376842
656	0.1805478099
657	0.1804488118
658	0.1803536658
659	0.180263066
660	0.1801304425
661	0.1799504642
662	0.1798400733
663	0.1797189294
664	0.179570609
665	0.1794671668
666	0.1793533031
667	0.1792256492
668	0.1791245423
669	0.1790152792
670	0.1788786266
671	0.1787488125
672	0.1786431062
673	0.1785139139
674	0.1784169646
675	0.1783236324
676	0.1782203385
677	0.1781004359
678	0.1779791658
679	0.1778807325
680	0.1777515565
681	0.1776565685
682	0.1775770843
683	0.177484602
684	0.1773737494
685	0.1772807474
686	0.1772127987
687	0.1771115766
688	0.1770032614
689	0.1768566885
690	0.176758902
691	0.1766449884
692	0.1765302145
693	0.1764417399
694	0.1763645993
695	0.1762700251
696	0.1761771594
697	0.1760949822
698	0.1759595978
699	0.1758581518
700	0.1756989055
701	0.1755870826
702	0.175420063
703	0.1753310479
704	0.1752213805
705	0.1751074794
706	0.1749803683
707	0.1748620354
708	0.1747362674
709	0.1746378883
710	0.1745409922
711	0.1744442663
712	0.1743405714
713	0.1742163513
714	0.174102769
715	0.174008238
716	0.1739014475
717	0.1738173787
718	0.1737355163
719	0.1736352614
720	0.1735145428
721	0.1734107836
722	0.1733186915
723	0.1731966483
724	0.1730942482
725	0.1729544412
726	0.1728467989
727	0.1727614966
728	0.1726316666
729	0.1725474121
730	0.1724596544
731	0.1723562276
732	0.1722731874
733	0.1721843658
734	0.1720775338
735	0.1719458563
736	0.1718343953
737	0.171712491
738	0.1716193582
739	0.1715239998
740	0.1714363123
741	0.1712814966
742	0.1711827242
743	0.17109546
744	0.1709903572
745	0.17093105
746	0.170824224
747	0.1707575323
748	0.1706225189
749	0.170517016
750	0.1704113803
751	0.1703081509
752	0.1701673709
753	0.1700445999
754	0.1699482866
755	0.1698446201
756	0.1697454024
757	0.1696541537
758	0.1695631913
759	0.1694801819
760	0.1694043503
761	0.169329041
762	0.1692630346
763	0.1691381488
764	0.1690383093
765	0.168920086
766	0.1688268861
767	0.1687751207
768	0.1686908789
769	0.1685977852
770	0.1685204485
771	0.1684328427
772	0.1683515451
773	0.1682593559
774	0.1681736342
775	0.168080537
776	0.1679885956
777	0.167914424
778	0.1678446651
779	0.1677500642
780	0.1676709952
781	0.1675542208
782	0.1674870503
783	0.1673770959
784	0.1673000861
785	0.1672105718
786	0.1671133522
787	0.1670300883
788	0.1669312418
789	0.1668336748
790	0.166762271
791	0.1666703039
792	0.1665988269
793	0.1665180881
794	0.1664452536
795	0.1663682196
796	0.166246042
797	0.1661463149
798	0.1660332763
799	0.1659652517
800	0.1658636801
801	0.1657937397
802	0.1657434176
803	0.1656280659
804	0.1655696411
805	0.1654723757
806	0.1653973832
807	0.1653203824
808	0.1652621363
809	0.1652052525
810	0.1651340529
811	0.1650348477
812	0.1649636785
813	0.1648632322
814	0.1647323666
815	0.1646516826
816	0.1645897241
817	0.1644691854
818	0.1644146478
819	0.1643216924
820	0.1642447801
821	0.16416053
822	0.1640795378
823	0.1639899459
824	0.1639160287
825	0.1638346408
826	0.1637382546
827	0.1636823075
828	0.1635901201
829	0.163500365
830	0.1634277102
831	0.1633331828
832	0.1632461237
833	0.163153355
834	0.1630758219
835	0.1630031434
836	0.1629065682
837	0.1628421683
838	0.1627309504
839	0.1626358057
840	0.1625206578
841	0.1624373606
842	0.1623698427
843	0.1622734446
844	0.1621871377
845	0.1621037271
846	0.1619797774
847	0.1619161136
848	0.1618337639
849	0.1617495342
850	0.1616785074
851	0.1615898224
852	0.1615044407
853	0.1614094124
854	0.1613178602
855	0.1612412155
856	0.1611300492
857	0.1610580212
858	0.1609864953
859	0.1609185805
860	0.1608161501
861	0.1607293716
862	0.1606236289
863	0.1605606966
864	0.1604921796
865	0.160415791
866	0.1603329041
867	0.160254623
868	0.1601975022
869	0.1601428412
870	0.1600608146
871	0.159981393
872	0.1599183588
873	0.1598342798
874	0.1597416488
875	0.1596674788
876	0.1596190647
877	0.1595664607
878	0.1594708151
879	0.15941456
880	0.1593208756
881	0.1592631362
882	0.1591663673
883	0.159101019
884	0.159035713
885	0.158955376
886	0.1588683929
887	0.158768921
888	0.1586996145
889	0.1586172999
890	0.1585494941
891	0.1584589944
892	0.1583824733
893	0.1582650701
894	0.1581595353
895	0.1580929721
896	0.1580231795
897	0.1579391408
898	0.1578449421
899	0.1577481296
900	0.1576498835
901	0.1575541537
902	0.1574671251
903	0.1574064699
904	0.1573123684
905	0.1572401421
906	0.1571988033
907	0.1571327501
908	0.1570651915
909	0.1569825725
910	0.1569036709
911	0.1568495174
912	0.1567741605
913	0.1566939514
914	0.1566310476
915	0.1565384789
916	0.1564876788
917	0.1564188224
918	0.1563785246
919	0.1563152126
920	0.1562507276
921	0.156179341
922	0.1561217642
923	0.1560570517
924	0.1560092183
925	0.1559308036
926	0.1558641291
927	0.1557779904
928	0.1557223107
929	0.1556437025
930	0.1555605203
931	0.155493604
932	0.1553960233
933	0.1553056204
934	0.1552359169
935	0.1551839794
936	0.1551179912
937	0.1550487172
938	0.1549938503
939	0.1549293722
940	0.1548372639
941	0.1547823285
942	0.154729537
943	0.1546602855
944	0.1546244449
945	0.1545091018
946	0.1544471591
947	0.154370926
948	0.1543190013
949	0.1542482969
950	0.1541894322
951	0.154106138
952	0.154048729
953	0.1539892057
954	0.1539030735
955	0.1538428654
956	0.1537459804
957	0.1536620214
958	0.1535684783
959	0.1534931695
960	0.1534307174
961	0.1533726877
962	0.1533276653
963	0.1532545262
964	0.1532135424
965	0.1531413204
966	0.1530618677
967	0.1530175389
968	0.1529561161
969	0.1528904566
970	0.1528360848
971	0.1527641257
972	0.1526951825
973	0.1526575591
974	0.1525996093
975	0.1525359583
976	0.1524881419
977	0.1524206949
978	0.1523793543
979	0.1523300715
980	0.152274509
981	0.1522080462
982	0.1521552868
983	0.1520998926
984	0.1520214261
985	0.1519363376
986	0.1518839073
987	0.151826277
988	0.1517868249
989	0.1517162717
990	0.1516325266
991	0.1515634736
992	0.1514721609
993	0.1514224527
994	0.1513617056
995	0.1513180908
996	0.1512694331
997	0.1512351733
998	0.1511248991
999	0.1510719592
1000	0.1510075708
1001	0.1509505006
1002	0.1508882232
1003	0.1508264406
1004	0.1507563151
1005	0.1507184296
1006	0.1506490825
1007	0.1505886434
1008	0.1505463388
1009	0.1504943261
1010	0.1504465581
1011	0.1504013318
1012	0.1503422388
1013	0.150277938
1014	0.1501971651
1015	0.1501465585
1016	0.1500913115
1017	0.1500531077
1018	0.1499858718
1019	0.1499300731
1020	0.1498919059
1021	0.1498692687
1022	0.1498132032
1023	0.1497537051
1024	0.1496831109
1025	0.1496153231
1026	0.1495248637
1027	0.1494459483
1028	0.149394816
1029	0.1493172838
1030	0.1492515094
1031	0.1491779829
1032	0.1491253985
1033	0.1490912214
1034	0.1490383208
1035	0.1489995819
1036	0.1489490018
1037	0.1488708008
1038	0.1487944364
1039	0.1487305695
1040	0.1486782274
1041	0.1486149487
1042	0.1485649571
1043	0.148522896
1044	0.1484623546
1045	0.1484138317
1046	0.1483527362
1047	0.1482987723
1048	0.1482596469
1049	0.1482094757
1050	0.1481612702
1051	0.1481027525
1052	0.1480570917
1053	0.148000424
1054	0.1479294909
1055	0.1478672012
1056	0.1478133963
1057	0.1477513839
1058	0.1476942015
1059	0.1476201773
1060	0.1475805602
1061	0.147521615
1062	0.1474611819
1063	0.147386386
1064	0.1473248931
1065	0.1472914341
1066	0.1472125456
1067	0.147136649
1068	0.1470964687
1069	0.1470614019
1070	0.1469919765
1071	0.1469297304
1072	0.1468971867
1073	0.1468396856
1074	0.1467914322
1075	0.1467194462
1076	0.1466775874
1077	0.1466116877
1078	0.1465540091
1079	0.1464870083
1080	0.1464333544
1081	0.1463649417
1082	0.1462930022
1083	0.1462357697
1084	0.146186725
1085	0.1461286044
1086	0.1460471316
1087	0.1460099847
1088	0.1459655581
1089	0.1459217163
1090	0.1458790564
1091	0.1458341334
1092	0.1457744901
1093	0.1457170956
1094	0.1456514184
1095	0.1455937496
1096	0.1455403363
1097	0.1455139899
1098	0.1454620459
1099	0.1454162307
1100	0.1453637871
1101	0.1453066074
1102	0.1452394181
1103	0.1451792915
1104	0.1451414787
1105	0.1450959359
1106	0.145024983
1107	0.1449856248
1108	0.1449148162
1109	0.1448444821
1110	0.1447960835
1111	0.1447444644
1112	0.1447106472
1113	0.1446597551
1114	0.1446319034
1115	0.1445798971
1116	0.1445337818
1117	0.1444711231
1118	0.1444061805
1119	0.1443608541
1120	0.1443165793
1121	0.1442643393
1122	0.1441973393
1123	0.1441486879
1124	0.1441026808
1125	0.1440547135
1126	0.1439869748
1127	0.1439468989
1128	0.1438567008
1129	0.1437832684
1130	0.1437517765
1131	0.1437126752
1132	0.1436526932
1133	0.1436186122
1134	0.1435571615
1135	0.1434911456
1136	0.1434394527
1137	0.143384726
1138	0.1433093495
1139	0.1432467062
1140	0.1432081459
1141	0.1431514058
1142	0.1431248542
1143	0.1430777432
1144	0.143035532
1145	0.1429871632
1146	0.1429370139
1147	0.1428871284
1148	0.1428438632
1149	0.1427934412
1150	0.1427392703
1151	0.142665784
1152	0.1426132296
1153	0.1425673976
1154	0.1425083098
1155	0.1424758407
1156	0.142409246
1157	0.142357522
1158	0.1423208093
1159	0.1422545312
1160	0.142190503
1161	0.1421225521
1162	0.1420624542
1163	0.1420168818
1164	0.1419566727
1165	0.1419186787
1166	0.1418485585
1167	0.1418068745
1168	0.1417587881
1169	0.1417295543
1170	0.1416916751
1171	0.1416459626
1172	0.1415921596
1173	0.1415450928
1174	0.141488955
1175	0.1414315575
1176	0.1413754014
1177	0.1413179309
1178	0.1412623991
1179	0.1411948984
1180	0.1411446892
1181	0.1410883066
1182	0.1410239006
1183	0.1409922088
1184	0.1409557407
1185	0.1408827637
1186	0.1408390176
1187	0.1407954359
1188	0.1407624554
1189	0.1407164675
1190	0.1406384918
1191	0.1405980707
1192	0.1405395826
1193	0.1405226194
1194	0.1404735642
1195	0.1404268096
1196	0.1403836034
1197	0.1403592577
1198	0.1403210389
1199	0.140271485
1200	0.1402459948
1201	0.1402080456
1202	0.1401563259
1203	0.1401061738
1204	0.1400506189
1205	0.1400143288
1206	0.1399754979
1207	0.1399144916
1208	0.1398843969
1209	0.1398182881
1210	0.1397849351
1211	0.1397326869
1212	0.1397208129
1213	0.1396988551
1214	0.1396633241
1215	0.13964302
1216	0.1395893399
1217	0.1395488834
1218	0.1394981104
1219	0.139445466
1220	0.1394096172
1221	0.1393494047
1222	0.1393065288
1223	0.1392644816
1224	0.1392101472
1225	0.1391754359
1226	0.1391449206
1227	0.1391108858
1228	0.1390766066
1229	0.1390479196
1230	0.1390202041
1231	0.1389793969
1232	0.1389218088
1233	0.1388561847
1234	0.1388092834
1235	0.1387703589
1236	0.1387265375
1237	0.1386779736
1238	0.1386306261
1239	0.1385761929
1240	0.1385444865
1241	0.138503033
1242	0.1384426178
1243	0.1384079726
1244	0.1383815216
1245	0.1383355114
1246	0.1382844821
1247	0.138246654
1248	0.1382020771
1249	0.1381585049
1250	0.138124742
1251	0.1380883538
1252	0.1380425019
1253	0.137987187
1254	0.1379481552
1255	0.1379039954
1256	0.1378561853
1257	0.1378369635
1258	0.1378042399
1259	0.1377699928
1260	0.1377034064
1261	0.1376778162
1262	0.1376445691
1263	0.1376154047
1264	0.1375677796
1265	0.1375498972
1266	0.1375143016
1267	0.1374381015
1268	0.1374073475
1269	0.1373636839
1270	0.137304435
1271	0.1372622671
1272	0.1372231815
1273	0.1371903987
1274	0.1371561845
1275	0.1370998906
1276	0.1370562385
1277	0.1370182545
1278	0.136968941
1279	0.1369356695
1280	0.1369044225
1281	0.1368567946
1282	0.1368058165
1283	0.1367623412
1284	0.1367392135
1285	0.136687365
1286	0.1366581621
1287	0.1366217173
1288	0.1365838223
1289	0.1365393534
1290	0.1365119293
1291	0.1364602594
1292	0.1364295831
1293	0.1364087628
1294	0.1363799202
1295	0.1363457733
1296	0.1363025567
1297	0.1362495426
1298	0.1362247665
1299	0.1361665274
1300	0.1361248756
1301	0.136097692
1302	0.1360493661
1303	0.1360202978
1304	0.1359820761
1305	0.1359416832
1306	0.135921005
1307	0.1358786551
1308	0.1358524188
1309	0.1358069355
1310	0.1357597357
1311	0.1357278653
1312	0.1356947353
1313	0.1356693177
1314	0.1356319968
1315	0.1355724809
1316	0.1355361633
1317	0.1354945567
1318	0.1354609543
1319	0.1354427034
1320	0.1354221419
1321	0.1353794089
1322	0.1353341081
1323	0.1353037831
1324	0.1352701124
1325	0.1352491274
1326	0.135207178
1327	0.1351704742
1328	0.1351383913
1329	0.1350950046
1330	0.1350638842
1331	0.1350155681
1332	0.134987426
1333	0.1349425254
1334	0.1349108815
1335	0.1348800541
1336	0.1348270314
1337	0.1347717006
1338	0.134729976
1339	0.1346915955
1340	0.1346537442
1341	0.1346220204
1342	0.1346015865
1343	0.1345453497
1344	0.1345124651
1345	0.1344911432
1346	0.134446729
1347	0.1344172143
1348	0.1343818281
1349	0.134352823
1350	0.1343148097
1351	0.1342761696
1352	0.1342454863
1353	0.1341981343
1354	0.1341736933
1355	0.1341487253
1356	0.1341184966
1357	0.1340879054
1358	0.1340076349
1359	0.1339872146
1360	0.1339460891
1361	0.1339088888
1362	0.1338678757
1363	0.1338258639
1364	0.1337756706
1365	0.1337405714
1366	0.1337083272
1367	0.1336860033
1368	0.1336429175
1369	0.1336020079
1370	0.1335744032
1371	0.133515849
1372	0.1334722315
1373	0.1334489959
1374	0.1333967113
1375	0.1333429711
1376	0.1333194509
1377	0.1332784808
1378	0.1332350667
1379	0.1332123981
1380	0.1331394529
1381	0.1331217987
1382	0.1330791273
1383	0.1330400321
1384	0.1329991416
1385	0.1329784885
1386	0.1329585737
1387	0.1329242499
1388	0.1328918251
1389	0.132855074
1390	0.1328232596
1391	0.1327859598
1392	0.1327439344
1393	0.1326850833
1394	0.1326531294
1395	0.1326312476
1396	0.1325947787
1397	0.1325528907
1398	0.1325171368
1399	0.1324917826
1400	0.132473493
1401	0.1324384418
1402	0.1324068531
1403	0.1323664092
1404	0.1323059096
1405	0.1322635896
1406	0.1322296477
1407	0.1321833715
1408	0.1321302383
1409	0.132087487
1410	0.1320569677
1411	0.1320222762
1412	0.1319761992
1413	0.1319242616
1414	0.1318727111
1415	0.1318445738
1416	0.131790609
1417	0.1317471706
1418	0.1317114209
1419	0.131676882
1420	0.1316424712
1421	0.1316016529
1422	0.1315760177
1423	0.1315602895
1424	0.1315246627
1425	0.1314780131
1426	0.1314437461
1427	0.1313829509
1428	0.1313486851
1429	0.1313233789
1430	0.1312737395
1431	0.1312368906
1432	0.1312042848
1433	0.1311749495
1434	0.1311289172
1435	0.1311025376
1436	0.1310745224
1437	0.1310388784
1438	0.1310039501
1439	0.1309551686
1440	0.130904457
1441	0.1308837388
1442	0.1308504512
1443	0.1308048444
1444	0.1307914107
1445	0.1307408595
1446	0.1306992246
1447	0.1306902843
1448	0.1306663691
1449	0.1306430561
1450	0.1305965278
1451	0.130552913
1452	0.130525883
1453	0.1304903628
1454	0.1304651159
1455	0.1304206331
1456	0.1303591342
1457	0.1303332542
1458	0.1302825685
1459	0.1302458435
1460	0.1302230225
1461	0.1301869455
1462	0.1301476028
1463	0.1301382784
1464	0.1301039064
1465	0.1300692274
1466	0.1300296854
1467	0.1299944813
1468	0.1299711803
1469	0.1299199464
1470	0.1298839663
1471	0.129835843
1472	0.129802545
1473	0.1297727288
1474	0.129739747
1475	0.129708376
1476	0.1296782476
1477	0.1296468304
1478	0.1296232733
1479	0.1296061759
1480	0.1295668732
1481	0.1295382807
1482	0.1294999472
1483	0.1294784551
1484	0.1294354793
1485	0.1294095392
1486	0.1293817633
1487	0.1293520591
1488	0.1293005373
1489	0.1292691612
1490	0.1292338747
1491	0.1291938766
1492	0.1291630213
1493	0.1291344572
1494	0.1290759257
1495	0.129052837
1496	0.1290147791
1497	0.1289786562
1498	0.1289522595
1499	0.1289117769
1500	0.1288856064
1501	0.1288502119
1502	0.1288267394
1503	0.1288005075
1504	0.1287834126
1505	0.1287542451
1506	0.1287309255
1507	0.1287108233
1508	0.1286798642
1509	0.1286455936
1510	0.1286138044
1511	0.1285749924
